机顶盒设备号,统计日期,二级目录,影片名称,观看开始时间,观看结束时间,用户号
11001,20170922,精彩点,大军师司马懿之军师联盟(08)(高清),15:32:53,16:48:47,10129
11001,20170820,院线大片,长城(高清)(鹿晗“回眸杀”，小怂兵逆袭),21:00:25,21:01:42,10129
11001,20170711,精彩点,07月02日 小花仙,9:57:57,10:09:22,10129
11001,20170916,精彩点,那年花开月正圆(28)(高清),0:06:11,0:25:41,10129
11001,20171011,精彩点,那年花开月正圆(74)(大结局)(高清),14:10:18,18:46:14,10129
11001,20170906,精彩点,超凡蜘蛛侠2(高清)(第一反派“电光人”吸睛无数),18:07:24,13:05:52,10129
11001,20170929,热门影视,?潘磕惺？第三季(01)(高清),0:05:06,0:07:12,10129
11001,20170722,精彩点,奇异博士(高清),14:22:13,14:41:58,10129
11001,20170731,热点专题,怪兽电力公司(高清),22:34:36,22:35:44,10129
11001,20170929,精彩点,大军师司马懿之军师联盟(26)(高清),17:29:01,18:45:48,10129
11001,20170930,精彩点,08月12日 跨界喜剧王 第二季：杨宗纬狂飙东北方言(高清),22:23:04,23:07:20,10129
11001,20170924,精彩点,异种(高清)(延续异种后代),13:49:57,14:00:29,10129
11001,20170804,精彩点,天降美食2(高清)(剩饭复仇，石破天惊),14:51:16,18:58:02,10129
11001,20170919,精彩点,大军师司马懿之军师联盟(02)(高清),12:55:15,13:32:36,10129
11001,20171025,热点专题,黄石的孩子,7:09:22,7:10:35,10129
11001,20170828,精彩点,印度超人(高清),10:15:07,10:16:27,10129
11001,20170729,精彩点,一粒红尘(02)(高清),21:14:07,21:51:50,10129
11001,20171002,精彩点,熊出没之奇幻空间(高清)(熊族新丁首亮相),17:09:18,17:18:12,10129
11001,20170702,精彩点,06月30日 奔跑吧：收官之战！邓超遇王力宏变迷弟(高清),22:23:41,10:33:06,10129
11001,20170925,精彩点,大军师司马懿之军师联盟(21)(高清),14:37:47,14:44:10,10129
11001,20170816,精彩点,深夜食堂(22)(高清),16:51:03,16:58:53,10129
11001,20170727,精彩点,我的前半生(40)(高清),22:30:52,23:11:36,10129
11001,20171021,热点专题,万万没想到(高清)(陈柏霖出演最高颜值唐僧),8:49:44,11:31:15,10129
11001,20170722,精彩点,07月16日 极限挑战 第三季：沙溢被虐惨叫连连(高清),21:20:10,22:48:55,10129
11001,20170811,精彩点,深夜食堂(15)(高清),15:30:42,16:51:23,10129
11001,20170722,精彩点,奇异博士(高清),16:17:38,18:39:03,10129
11001,20171011,精彩点,那年花开月正圆(74)(大结局)(高清),18:46:14,18:49:06,10129
11001,20170924,精彩点,通天狄仁杰(30)(高清),15:40:51,15:47:48,10129
11001,20170727,精彩点,我的前半生(41)(高清),22:29:45,22:30:53,10129
11001,20170908,热点专题,超凡蜘蛛侠2(高清)(第一反派“电光人”吸睛无数),19:52:55,20:18:36,10129
11001,20170920,精彩点,大军师司马懿之军师联盟(04)(高清),13:15:11,13:30:13,10129
11001,20170727,热点专题,唐人街探案(高清),0:14:43,2:20:09,10129
11001,20170816,精彩点,深夜食堂(22)(高清),1:42:16,1:44:28,10129
11001,20170929,精彩点,熊出没之奇幻空间(高清),18:46:20,19:16:53,10129
11001,20170727,精彩点,我的前半生(38)(高清),17:24:11,18:41:08,10129
11001,20170730,精彩点,一粒红尘(03)(高清),21:51:58,0:46:57,10129
11001,20170710,热点专题,哈利？波特与死亡圣器(下)(高清),21:25:36,21:28:59,10129
11001,20170726,热点专题,煎饼侠(高清),21:41:36,21:44:20,10129
11001,20170930,精彩点,木乃伊2(高清)(木乃伊归来，只为千年爱情),20:14:13,21:23:17,10129
11001,20170811,精彩点,深夜食堂(13)(高清),14:57:08,15:21:26,10129
11001,20171021,精彩点,10月13日 超凡魔术师：“魔术界的小胡歌”颜艺俱佳(高清),1:12:09,8:42:27,10129
11001,20171022,热点专题,绝世高手(高清)(“暴力少女”郭采洁),18:41:19,19:58:04,10129
11001,20170816,精彩点,档案：希特勒(高清),13:24:02,16:50:49,10129
11001,20170710,热门影视,?潘磕惺？第一季(01)(高清),13:54:53,19:43:23,10129
11001,20170920,精彩点,大军师司马懿之军师联盟(04)(高清),12:05:03,12:43:40,10129
11001,20170704,精彩点,05月31日 金星秀：金星的玩具靠自己动手(高清),23:29:55,11:44:21,10129
11001,20171010,精彩点,那年花开月正圆(73)(高清),22:04:27,22:06:05,10129
11001,20171028,精彩点,09月16日 跨界喜剧王 第二季：陈德容倒追杨树林(高清),19:15:08,19:30:43,10129
11001,20170915,精彩点,那年花开月正圆(25)(高清),22:09:05,22:49:25,10129
11001,20171029,精彩点,北京遇上西雅图(高清),13:42:10,13:44:40,10129
11001,20170821,精彩点,欢乐喜剧人(高清),18:30:13,18:37:40,10129
11001,20171023,热点专题,绝世高手(高清),18:33:07,19:07:41,10129
11001,20171022,热点专题,绝世高手(高清),18:41:19,19:58:04,10129
11001,20170705,热点专题,猫女,9:56:54,10:58:49,10129
11001,20170723,热点专题,怪物史莱克3(高清)(驴子斗海盗，吹水是绝招),14:25:04,14:26:14,10129
11001,20170914,精彩点,秦时丽人明月心(02)(高清),17:00:24,18:21:06,10129
11001,20170925,精彩点,大军师司马懿之军师联盟(19)(高清),13:30:01,14:12:04,10129
11001,20170716,精彩点,破冰船(高清),19:48:31,21:52:36,10129
11001,20170930,精彩点,大军师司马懿之军师联盟(27)(高清),10:32:14,16:32:46,10129
11001,20171017,精彩点,我是谁的宝贝(高清)(暖心公益获好评),0:27:08,7:27:39,10129
11001,20170925,精彩点,大军师司马懿之军师联盟(12)(高清),18:39:10,19:02:22,10129
11001,20171030,热点专题,暮光之城2：新月(高清),22:11:56,15:24:12,10129
11001,20170919,精彩点,那年花开月正圆(31)(高清),0:40:41,1:14:59,10129
11001,20170824,精彩点,火星情报局 第二季(13)(高清),0:14:12,0:58:11,10129
11001,20170915,精彩点,动物也疯狂(高清)(宝莱坞萌宠也歌舞),18:35:18,18:41:44,10129
11001,20170717,精彩点,07月01日 小花仙,15:21:10,15:41:24,10129
11001,20170811,精彩点,深夜食堂(09)(高清),12:52:39,13:08:06,10129
11001,20170727,精彩点,我的前半生(35)(高清),14:44:07,15:17:52,10129
11001,20170919,精彩点,那年花开月正圆(34)(高清),1:49:02,1:55:14,10129
11001,20171029,精彩点,冰崩(高清),18:02:17,18:04:21,10129
11001,20170722,精彩点,奇异博士(高清),14:41:58,14:57:53,10129
11001,20170828,精彩点,印度超人(高清)(科幻的泰山，歌舞的超人),10:15:07,10:16:27,10129
11001,20171011,精彩点,那年花开月正圆(74)(高清),14:10:18,18:46:14,10129
11001,20171012,热点专题,西风烈(高清)(“四大名捕”荒漠追凶),10:55:00,11:29:42,10129
11001,20171022,精彩点,我是谁的宝贝(高清),17:06:21,17:08:13,10129
11001,20171011,精彩点,化妆师(高清),18:49:04,18:50:19,10129
11001,20170808,精彩点,102真狗(高清),20:16:12,20:18:37,10129
11001,20170701,精彩点,06月28日 金星秀：秦凯何姿接吻狂撒狗粮(高清),4:00:02,4:04:55,10129
11001,20170919,精彩点,大军师司马懿之军师联盟(03)(高清),13:32:50,15:53:24,10129
11001,20170812,精彩点,08月09日 金星秀：雷佳音魔性笑声遭调侃(高清),11:41:22,12:01:58,10129
11001,20170731,热点专题,怪兽电力公司(高清),16:00:57,22:34:37,10129
11001,20170824,精彩点,火星情报局 第二季(12)(高清),17:12:26,18:02:08,10129
11001,20171028,精彩点,火星情报局 第二季(10)(高清),19:55:48,21:58:54,10129
11001,20170705,精彩点,06月21日 金星秀：男神蔡国庆谈家庭趣事(高清),12:19:22,9:52:17,10129
11001,20170820,院线大片,长城(高清)(鹿晗“回眸杀”，小怂兵逆袭),21:01:41,22:35:42,10129
11001,20171002,精彩点,那年花开月正圆(60)(高清),17:20:51,17:55:11,10129
11001,20171024,院线大片,蜘蛛侠：英雄归来(高清),7:11:24,10:18:26,10129
11001,20170701,精彩点,铁道飞虎(高清),0:37:54,2:16:23,10129
11001,20170820,院线大片,【NEW】长城(高清)(鹿晗“回眸杀”，小怂兵逆袭),17:42:02,18:11:21,10129
11001,20170725,热点专题,谋杀似水年华(高清),22:38:50,0:39:35,10129
11001,20170820,热点专题,听风者(高清),14:11:41,14:28:31,10129
11001,20170918,精彩点,那年花开月正圆(28)(高清),23:22:08,23:40:38,10129
11001,20170817,精彩点,深夜食堂(22)(高清),16:59:49,1:09:15,10129
11001,20170929,精彩点,我的唐朝兄弟(高清),0:01:06,0:04:36,10129
11001,20171021,精彩点,蓝精灵(高清)(呆萌精灵都市历险记),23:40:54,0:54:45,10129
11001,20170808,精彩点,贵族大盗(高清),21:40:15,22:41:37,10129
11001,20170824,精彩点,火星情报局 第二季(11)(高清),2:00:50,17:12:21,10129
11001,20170716,精彩点,06月23日 熊出没之春日对对碰,23:01:01,23:11:35,10129
11001,20170727,精彩点,我的前半生(39)(高清),18:41:17,22:29:09,10129
11001,20170727,精彩点,我的前半生(34)(高清),14:22:42,14:44:07,10129
11001,20170723,热点专题,怪物史莱克2(高清),14:26:13,14:27:54,10129
11001,20170717,精彩点,06月28日 新大头儿子和小头爸爸(高清),13:15:17,13:39:36,10129
11001,20171021,精彩点,10月07日 跨界喜剧王 第二季：于毅炮轰道德绑架(高清),19:16:35,19:28:28,10129
11001,20170929,精彩点,大军师司马懿之军师联盟(22)(高清),14:00:35,14:04:40,10129
11001,20170705,精彩点,驴得水(高清),19:10:38,19:35:11,10129
11001,20171012,热点专题,西风烈(高清)(“四大名捕”荒漠追凶),11:29:42,17:50:21,10129
11001,20170703,精彩点,06月28日 金星秀：秦凯何姿接吻狂撒狗粮(高清),22:56:38,23:29:56,10129
11001,20170811,精彩点,深夜食堂(09)(高清),12:16:26,12:52:40,10129
11001,20170701,精彩点,铁道飞虎(高清),0:15:52,0:37:55,10129
11001,20171022,精彩点,国宝疑云(高清)(近代第一盗宝悬案),17:20:03,18:41:20,10129
11001,20170717,精彩点,06月14日 神奇阿呦,12:33:54,13:13:45,10129
11001,20170910,热点专题,X战警3：最后战役(高清)(休？杰克曼救世激战),14:20:39,14:29:48,10129
11001,20171012,热点专题,西风烈(高清),10:55:00,11:29:42,10129
11001,20170820,热点专题,十万个冷笑话(高清)(笑功十足的十万个致敬),22:44:40,22:45:49,10129
11001,20170927,精彩点,大军师司马懿之军师联盟(12)(高清),12:56:16,13:21:11,10129
11001,20170723,热点专题,怪物史莱克3(高清),14:25:04,14:26:14,10129
11001,20170824,精彩点,火星情报局 第二季(05)(高清),18:54:26,18:55:48,10129
11001,20171020,精彩点,16街区(高清),16:34:01,16:36:17,10129
11001,20170717,精彩点,木星上行(高清)(太空版黑客帝国),0:02:56,11:01:36,10129
11001,20170821,精彩点,欢乐喜剧人(高清),18:37:45,18:52:48,10129
11001,20171021,精彩点,08月05日 跨界喜剧王 第二季：邓紫棋饰演野蛮女友(高清),20:58:48,21:24:36,10129
11001,20170820,院线大片,【NEW】长城(高清)(鹿晗“回眸杀”，小怂兵逆袭),21:00:25,21:01:42,10129
11001,20170723,精彩点,07月19日 金星秀：沈南变“庄周”遭遇奇葩队友(高清),22:48:54,14:23:52,10129
11001,20171022,精彩点,08月12日 跨界喜剧王 第二季：杨宗纬狂飙东北方言(高清),13:22:11,14:10:08,10129
11001,20170909,精彩点,X战警2：变种特工(高清)(狼叔对决变种人),10:46:06,10:47:22,10129
11001,20170705,精彩点,同桌的你(高清),19:06:54,19:09:11,10129
11001,20170927,精彩点,大军师司马懿之军师联盟(13)(高清),13:21:18,14:01:36,10129
11001,20170703,精彩点,白鹿原(07)(高清),1:09:14,11:47:28,10129
11001,20170705,精彩点,同桌的你(高清)(学渣林更新反超女学霸),17:07:06,18:35:34,10129
11002,20171006,精彩点,那年花开月正圆(36)(高清),18:39:05,19:13:53,11101
11002,20171005,精彩点,使徒行者2(10),22:48:59,23:20:36,11101
11002,20170801,精彩点,纽约黑帮(高清)(小李子乱世复仇),21:59:37,23:01:02,11101
11002,20170715,精彩点,我的前半生(05)(高清),13:34:22,14:15:02,11101
11002,20170906,精彩点,秦时丽人明月心(01)(高清),22:43:19,23:28:02,11101
11002,20170819,精彩点,踩过界(12),12:59:39,13:48:50,11101
11002,20170813,精彩点,踩过界(06),15:49:01,16:38:15,11101
11002,20171006,精彩点,使徒行者2(12),0:05:40,0:43:43,11101
11002,20170819,精彩点,踩过界(16),16:28:21,16:54:51,11101
11002,20170802,精彩点,纽约黑帮(高清),19:39:39,21:10:45,11101
11002,20170822,精彩点,超凡蜘蛛侠(高清)(吊丝英雄，传奇再起),22:27:47,0:58:04,11101
11002,20170825,精彩点,踩过界(17)(高清),19:03:01,19:50:51,11101
11002,20170719,热点专题,勇者传说(高清),16:01:38,16:32:24,11101
11002,20171009,精彩点,那年花开月正圆(51)(高清),0:27:36,1:10:05,11101
11002,20170812,精彩点,雾林寒战(高清),14:12:36,14:23:27,11101
11002,20171008,精彩点,使徒行者2(12),12:36:34,12:57:11,11101
11002,20170827,精彩点,08月20日 极限挑战 第三季：夏雨变身木乃伊 张艺兴逆袭老狐狸(高清),13:13:33,18:27:14,11101
11002,20170805,精彩点,疯狂的赛车(高清),20:36:47,22:21:38,11101
11002,20171011,精彩点,那年花开月正圆(72)(高清),11:07:50,11:50:58,11101
11002,20171007,精彩点,那年花开月正圆(41)(高清),18:49:05,19:30:25,11101
11002,20171009,精彩点,那年花开月正圆(53)(高清),22:13:56,23:01:55,11101
11002,20170907,精彩点,秦时丽人明月心(02)(高清),23:28:01,0:09:39,11101
11002,20170715,精彩点,我的前半生(10)(高清),17:16:14,17:58:14,11101
11002,20171006,精彩点,那年花开月正圆(39)(高清),20:26:24,21:07:00,11101
11002,20170714,精彩点,极速蜗牛(高清)(蜗牛变涡轮，有速度有激情),13:39:14,16:46:09,11101
11002,20170813,精彩点,踩过界(03),13:29:08,14:12:28,11101
11002,20171022,精彩点,魔力女战士(高清),13:04:09,14:25:51,11101
11002,20171007,精彩点,那年花开月正圆(40)(高清),18:43:41,18:49:07,11101
11002,20171022,精彩点,魔力女战士(高清),11:56:44,13:04:09,11101
11002,20170730,精彩点,欢乐颂2(01)(高清),12:39:58,13:21:51,11101
11002,20171006,精彩点,那年花开月正圆(37)(高清),19:13:52,19:50:13,11101
11002,20170714,精彩点,极速蜗牛(高清),13:39:14,16:46:09,11101
11002,20171010,精彩点,那年花开月正圆(58)(高清),14:27:42,15:08:34,11101
11002,20170720,热点专题,钢铁侠3(高清)(终极强敌，生死一战),16:26:17,18:13:24,11101
11002,20170730,精彩点,欢乐颂2(03)(高清),14:03:00,14:49:40,11101
11002,20170721,热点专题,穿越时空的少女(高清)(小清新动漫的极致),14:05:36,14:13:41,11101
11002,20170716,精彩点,我的前半生(18)(高清),11:16:27,11:51:36,11101
11002,20170720,热点专题,钢铁侠3(高清)(终极强敌，生死一战),18:13:23,18:58:02,11101
11002,20171014,热点专题,驴得水(高清)(开心麻花，爆笑荒诞喜剧),21:44:46,23:33:38,11101
11002,20170719,精彩点,C罗纳尔多(高清),16:40:40,16:44:19,11101
11002,20170731,精彩点,超时空男臣(01),12:33:06,13:16:05,11101
11012,20170827,精彩点,花咒(高清)(惊悚外衣下的爱情悲剧),12:20:10,12:24:29,10483
11020,20170917,精彩点,那年花开月正圆(29)(高清),13:50:16,14:25:51,11046
11020,20170731,精彩点,我的前半生(40)(高清),9:07:14,19:47:11,11046
11020,20170902,热点专题,还珠格格 第二部(14)(高清),13:15:20,13:55:49,11046
11020,20170917,精彩点,那年花开月正圆(29)(高清),13:43:15,13:50:17,11046
11020,20170908,精彩点,那年花开月正圆(12)(高清),23:45:52,0:28:19,11046
11020,20170729,精彩点,我的前半生(34)(高清),23:03:56,23:47:09,11046
11020,20170916,热点专题,还珠格格 第二部(25)(高清),19:58:31,20:05:10,11046
11020,20170918,精彩点,那年花开月正圆(32)(高清),8:19:33,9:03:31,11046
11020,20170727,精彩点,我的前半生(19)(高清),7:37:19,22:47:29,11046
11020,20170902,热点专题,还珠格格 第二部(24)(高清),21:33:13,22:08:52,11046
11020,20170917,精彩点,那年花开月正圆(28)(高清),13:01:45,13:43:17,11046
11020,20170731,精彩点,我的前半生(37)(高清),0:35:09,8:15:01,11046
11020,20170915,热点专题,还珠格格 第二部(21)(高清),18:21:10,18:24:46,11046
11020,20170905,精彩点,那年花开月正圆(04)(高清),23:16:14,7:06:20,11046
11020,20170902,热点专题,还珠格格 第二部(21)(高清),18:05:04,18:45:34,11046
11020,20170904,精彩点,那年花开月正圆(02)(高清),21:49:42,22:31:27,11046
11020,20170924,精彩点,那年花开月正圆(44)(高清),12:10:30,12:54:38,11046
11020,20170728,精彩点,我的前半生(23)(高清),1:06:38,7:02:12,11046
11020,20171029,热点专题,辛亥革命(高清)(近代史辉煌篇章),13:16:51,14:20:07,11046
11020,20170928,精彩点,那年花开月正圆(52)(高清),22:29:49,23:05:10,11046
11020,20170731,精彩点,我的前半生(38)(高清),0:03:06,0:35:11,11046
11020,20170909,精彩点,那年花开月正圆(17)(高清),13:04:19,18:56:01,11046
11020,20170902,热点专题,还珠格格 第二部(19)(高清),16:47:40,17:20:11,11046
11020,20170902,精彩点,那年花开月正圆(03)(高清),23:02:06,8:10:26,11046
11020,20170902,热点专题,还珠格格 第二部(22)(高清),18:45:32,20:50:20,11046
11020,20171029,热点专题,辛亥革命(高清)(近代史辉煌篇章),14:20:06,22:28:16,11046
11020,20170902,精彩点,那年花开月正圆(04)(高清),8:11:15,8:59:24,11046
11020,20170831,精彩点,舌尖上的中国Ⅱ？秘境(高清),14:36:29,16:24:44,11046
11020,20170902,热点专题,还珠格格 第二部(20)(高清),17:20:12,18:05:05,11046
11020,20170902,热点专题,还珠格格 第二部(12)(高清),11:52:02,12:31:53,11046
11020,20170904,精彩点,那年花开月正圆(09)(高清),20:16:14,21:03:38,11046
11020,20170909,精彩点,那年花开月正圆(19)(高清),23:13:49,23:56:27,11046
11021,20170706,精彩点,三生三世十里桃花(33)(高清),10:23:36,11:04:07,11205
11021,20170722,精彩点,07月14日 中国新歌声 第二季：杰伦Eason对唱(高清),20:04:12,20:52:13,11205
11021,20170709,精彩点,三生三世十里桃花(52)(高清),12:13:03,12:53:48,11205
11021,20170707,精彩点,三生三世十里桃花(42)(高清),15:51:05,17:17:04,11205
11021,20170707,精彩点,兰花劫(20)大结局,14:43:19,15:06:14,11205
11032,20171029,免费睇,神偷奶爸2,19:22:03,19:41:49,10328
11032,20171029,免费睇,神偷奶爸2(高转标),19:41:48,19:56:05,10328
11032,20170801,免费睇,少年派的奇幻漂流,17:55:39,18:21:36,10328
11032,20170806,免费睇,阿甘正传(环绕声),17:09:21,17:11:53,10328
11032,20170806,免费睇,十二宫,13:53:34,16:32:18,10328
11035,20170716,精彩点,豚鼠特工队(高清)(正义四鼠，型爆全场),8:33:01,9:04:14,10850
11035,20170824,精彩点,饥饿游戏3：嘲笑鸟(上),16:17:50,16:28:19,10850
11035,20170715,精彩点,豚鼠特工队(高清),12:24:20,12:42:13,10850
11035,20170801,精彩点,发现：古兵器大揭秘Ⅱ？一窝蜂(高清),17:34:20,18:02:44,10850
11035,20170720,热点专题,豚鼠特工队(高清)(正义四鼠，型爆全场),9:42:28,10:05:41,10850
11035,20170721,精彩点,尼斯湖水怪(高清)(深海传说，揭秘水怪),18:18:46,18:30:57,10850
11035,20170806,精彩点,万象：极速猎杀-黑暗??湖(高清),14:59:36,15:18:16,10850
11037,20170826,精彩点,奔跑吧兄弟 第二季(07)(高清),18:34:01,20:00:15,10217
11037,20170828,精彩点,奔跑吧兄弟 第二季(10)(高清),11:25:57,12:56:23,10217
11037,20170826,精彩点,07月25日 小猪佩奇(高清),11:58:10,12:20:51,10217
11037,20170824,精彩点,08月09日 小猪佩奇(高清),10:44:26,10:46:56,10217
11037,20170826,精彩点,奔跑吧兄弟 第二季(06)(高清),13:17:19,16:43:06,10217
11037,20170825,精彩点,奔跑吧兄弟 第二季(03)(高清),12:42:04,14:05:11,10217
11037,20170826,精彩点,奔跑吧兄弟 第二季(05)(高清),8:46:19,9:41:02,10217
11037,20170828,精彩点,08月03日 熊出没之丛林总动员(高清),14:46:57,14:48:07,10217
11037,20170819,动漫剧场,海底小纵队(01)(高清),19:27:07,19:39:12,10217
11037,20170823,精彩点,08月20日 了不起的孩子 第二季：谢依霖吐槽杨幂？(高清),10:19:31,11:27:06,10217
11037,20170824,精彩点,08月21日 巴啦啦之飞越彩灵堡,8:31:31,8:55:09,10217
11037,20170819,动漫剧场,CODE GEASS 反叛的鲁路修(01)(高清),19:43:41,19:44:42,10217
11037,20170828,精彩点,07月29日 2017出彩中国人：8岁萌娃变爆裂鼓手(高清),16:12:26,17:16:56,10217
11037,20170824,精彩点,08月21日 巴啦啦之飞越彩灵堡,19:25:49,7:40:49,10217
11037,20170827,动漫剧场,CODE GEASS 反叛的鲁路修(01)(高清),19:08:16,19:10:05,10217
11037,20170824,精彩点,07月17日 乐高城市组(高清),20:37:36,20:49:47,10217
11037,20170823,精彩点,07月25日 小猪佩奇(高清),9:49:04,10:11:31,10217
11039,20170710,精彩点,白鹿原(48)(高清),12:19:10,15:50:29,10836
11039,20170702,精彩点,白鹿原(37)(高清),9:08:37,9:54:53,10836
11039,20170806,精彩点,白鹿原(55)(高清),17:42:02,18:23:00,10836
11040,20171006,热点专题,拜见岳父大人2(高清)(温情搞笑，门当父不对),13:26:58,13:46:43,10891
11040,20170819,精彩点,开讲啦：王锡民(高清),15:40:27,17:09:12,10891
11040,20170907,精彩点,特别呈现：我在故宫修文物(01)(高清),12:34:07,12:40:47,10891
11040,20170904,精彩点,垂直极限(高清),15:50:38,17:48:37,10891
11040,20170912,精彩点,证明我爱你(高清)(被论证的情感公式),16:06:29,16:11:07,10891
11040,20170907,精彩点,分裂(高清)(“一美”演绎24重人格，北美周末夺冠),15:20:18,16:17:57,10891
11040,20171006,热点专题,拜见岳父大人2(高清)(温情搞笑，门当父不对),18:07:20,18:23:38,10891
11040,20170904,精彩点,垂直极限(高清)(终极天险，巅峰极限),15:50:38,17:48:37,10891
11040,20170902,精彩点,浮华暂借问(高清),16:29:53,16:51:18,10891
11040,20170912,精彩点,证明我爱你(高清),16:06:29,16:11:07,10891
11040,20170818,精彩点,08月16日 金星秀：金星遭遇“史上最抠门宴席”(高清),12:37:42,13:16:36,10891
11040,20170825,精彩点,澳洲乱世情(高清)(妮可？基德曼 ，狼叔情定牧场),19:30:57,20:33:15,10891
11040,20170828,精彩点,加菲猫(高清)(一只逆天的猫),16:45:36,17:17:26,10891
11040,20170907,精彩点,自然：致命任务-极地之旅(05)(高清),12:31:44,12:34:08,10891
11040,20170912,热点专题,禁闭岛(高清),16:11:06,16:33:51,10891
11040,20170823,精彩点,冰川鲨鱼(高清)(贪婪鲨鱼撞上海底裂缝),16:24:42,16:42:10,10891
11040,20170905,精彩点,寰宇视野：探秘远东豹(高清),12:26:47,12:28:20,10891
11040,20171008,热点专题,绝世高手(高清)(“暴力少女”郭采洁),15:32:50,15:56:45,10891
11040,20170814,精彩点,不要回头(高清),16:19:02,16:58:26,10891
11040,20170814,精彩点,寰宇视野：黑熊莉莉的生活(高清),17:04:25,18:00:12,10891
11042,20170926,精彩点,使徒行者2(06),17:43:16,18:30:02,10777
11044,20170720,精彩点,我的前半生(02)(高清),0:37:41,1:19:17,10877
11044,20170731,精彩点,我的前半生(42)(大结局)(高清),21:12:08,21:18:41,10877
11044,20170723,精彩点,我的前半生(09)(高清),0:50:54,1:35:20,10877
11044,20170721,精彩点,我的前半生(08)(高清),0:44:12,1:27:56,10877
11044,20170708,精彩点,欢乐颂2(33)(高清),23:03:03,23:41:26,10877
11044,20170707,精彩点,欢乐颂2(28)(高清),0:42:52,1:22:24,10877
11044,20170723,精彩点,我的前半生(10)(高清),22:28:33,23:10:25,10877
11044,20170711,精彩点,欢乐颂2(43)(高清),22:51:29,23:32:43,10877
11044,20170727,精彩点,我的前半生(29)(高清),0:57:45,1:37:32,10877
11044,20170723,精彩点,我的前半生(09)(高清),22:26:10,22:27:37,10877
11044,20170704,精彩点,欢乐颂2(22)(高清),22:23:05,23:01:33,10877
11044,20170726,精彩点,我的前半生(22)(高清),23:33:47,0:14:37,10877
11047,20170807,精彩点,深海利剑(17)(高清),10:43:15,10:44:40,11003
11047,20170827,精彩点,我的老爸是奇葩(07)(高清),17:05:22,17:36:04,11003
11053,20170706,动漫剧场,精灵梦叶罗丽3(01)(高清),14:07:05,14:24:22,10133
11053,20171001,免费睇,史前巨鳄：最终章,12:03:53,17:23:33,10133
11053,20170908,免费睇,史前一万年,23:14:19,23:16:45,10133
11053,20170713,免费睇,暗战2,22:47:41,23:24:21,10133
11053,20170903,精彩点,07月01日 小花仙,0:34:17,1:27:38,10133
11053,20170831,免费睇,星空,0:46:08,1:10:32,10133
11053,20170713,免费睇,暗战2(加防抖),22:47:41,23:24:21,10133
11053,20170724,免费睇,逆战,23:46:49,1:42:27,10133
11053,20170717,动漫剧场,精灵梦叶罗丽2(04)(高清),0:54:15,1:15:20,10133
11055,20171014,精彩点,那年花开月正圆(63)(高清),10:22:54,11:04:56,10825
11055,20171014,精彩点,那年花开月正圆(64)(高清),11:04:54,11:11:26,10825
11057,20171022,精彩点,新疆味道(14)(高清),13:23:27,15:59:59,11062
11057,20171022,精彩点,新疆味道(15)(高清),12:47:07,13:23:12,11062
11058,20170913,精彩点,醉玲珑(28)(高清),9:23:16,9:24:52,10418
11058,20171026,精彩点,那年花开月正圆(64)(高清),14:28:32,14:50:13,10418
11058,20171017,精彩点,那年花开月正圆(17)(高清),11:01:24,11:47:33,10418
11058,20171026,精彩点,那年花开月正圆(62)(高清),13:43:10,14:05:48,10418
11058,20170926,精彩点,09月22日 我们来了 第二季：关之琳隐藏技能大爆发(高清),9:33:41,11:39:08,10418
11058,20170918,精彩点,醉玲珑(41)(高清),9:26:07,9:35:10,10418
11058,20170906,精彩点,醉玲珑(11)(高清),8:30:53,10:00:36,10418
11058,20170810,精彩点,欢乐颂2(02)(高清),13:56:20,13:59:28,10418
11058,20170926,精彩点,09月24日 蒙面唱将猜猜猜 第二季：周传雄模仿周杰伦蹦迪(高清),11:39:39,13:57:00,10418
11058,20170913,精彩点,醉玲珑(30)(高清),9:24:50,10:10:59,10418
11058,20171011,精彩点,10月07日 亲爱的客栈：刘涛夫妇恩爱日常大公开(高清),9:15:51,9:19:30,10418
11058,20171026,精彩点,那年花开月正圆(59)(高清),11:26:56,12:13:38,10418
11058,20170918,精彩点,醉玲珑(42)(高清),10:50:07,11:55:52,10418
11058,20170810,精彩点,欢乐颂2(05)(高清),14:16:24,14:25:52,10418
11058,20171023,精彩点,那年花开月正圆(34)(高清),9:23:46,10:03:44,10418
11058,20171025,精彩点,那年花开月正圆(57)(高清),7:53:25,7:56:14,10418
11058,20170904,精彩点,09月02日 跨界喜剧王 第二季：薛之谦变时代姐妹花(高清),9:42:49,9:45:31,10418
11058,20170905,精彩点,醉玲珑(07)(高清),9:19:47,9:56:46,10418
11058,20171017,精彩点,那年花开月正圆(15)(高清),9:47:37,10:36:39,10418
11058,20170810,精彩点,欢乐颂2(03)(高清),14:00:05,14:03:58,10418
11058,20171019,精彩点,那年花开月正圆(27)(高清),11:22:40,12:03:38,10418
11058,20170914,精彩点,醉玲珑(33)(高清),9:39:25,9:58:27,10418
11058,20171025,精彩点,那年花开月正圆(49)(高清),8:36:48,8:55:21,10418
11058,20170723,精彩点,06月25日 来吧冠军 第二季：“剑圣”归来！王嘉尔脱鞋迎战雷声(高清),17:47:02,18:24:27,10418
11058,20170901,精彩点,08月26日 中餐厅：周冬雨迎主厨挑战(高清),10:13:19,12:06:53,10418
11062,20170804,精彩点,横冲直撞好莱坞(高清)(赵薇黄晓明疯魔美利坚),19:01:39,19:32:43,11217
